code,name,type,sido,sigungu,address,phone,lng,lat
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,영등포보현종합지원센터 부속의원,의원,서울,영등포구,"서울특별시 영등포구 버드나루로 24, 1층 (영등포동2가, 보현의집)",02-2069-1604,126.9124402,37.5212884
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz,영등포봄한방병원,한방병원,서울,영등포구,"서울특별시 영등포구 도림로 144, 88월드타워 6, 7층 (대림동)",02-832-2080,126.8982249,37.4932685
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,영등포삼성탑정형외과의원,의원,서울,영등포구,"서울특별시 영등포구 영중로 28, 영등포 점프밀라노 1층 (영등포동3가)",02-2677-7577,126.9058884,37.5188562
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,영등포서영정신건강의학과의원,의원,서울,영등포구,"서울특별시 영등포구 경인로 784, 2층 205호 (문래동1가)",02-2677-0902,126.9003676,37.5139559
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,영등포성모안과의원,의원,서울,영등포구,"서울특별시 영등포구 영등포로 210, 3층 (영등포동4가)",02-2675-2675,126.904518,37.5195658
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNzEjJDEjJDgjJDgz,영등포연세이편한치과의원,치과의원,서울,영등포구,"서울특별시 영등포구 영등포로 199, (영등포동6가,2층)",02-2068-2275,126.9037665,37.5203858
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,영등포우리치과의원,치과의원,서울,영등포구,"서울특별시 영등포구 영신로19길 5-4, 2층 (영등포동)",02-845-8890,126.9072659,37.5141332
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjEyMjIjNTEjJDEjJDIjJDgz,영등포원안과의원,의원,서울,영등포구,"서울특별시 영등포구 경인로 841, 서울영등포동4가우체국 3층 (영등포동4가)",02-6941-0567,126.90606,37.5165276
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,영등포재활의학과의원,의원,서울,영등포구,"서울특별시 영등포구 영중로 60, 2층 (영등포동5가, 유니온빌딩)",02-2633-8275,126.9053407,37.5214613
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,영등포정마취통증의학과의원,의원,서울,영등포구,"서울특별시 영등포구 문래로 83, 아라비즈타워 2층 (문래동3가)",6052-3779,126.8913363,37.5199173
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,영등포종도외과의원,의원,서울,영등포구,"서울특별시 영등포구 경인로 729, 지하1,1,2층 (문래동2가)",02-2678-3233,126.8947716,37.5127253
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDYjJDgz,영등한방병원,한방병원,전북,익산시,"전북특별자치도 익산시 동서로 354, (영등동)",063-841-1075,126.9724543,35.949951
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,영등한의원,한의원,전북,익산시,"전북특별자치도 익산시 무왕로 1068, 2층 (영등동)",063-833-1075,126.9754359,35.9581902
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,영라인의원,의원,서울,성북구,"서울특별시 성북구 성북로6길 4, (성북동)",02-764-9544,127.0053585,37.5896167
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,영락가정의학과의원,의원,서울,관악구,"서울특별시 관악구 남부순환로 1956, (봉천동)",02-3661-1138,126.9659952,37.4758623
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,영락내과의원,의원,서울,중구,"서울특별시 중구 수표로 23, 영락빌딩 201호 (저동2가)",2272-9211,126.9899643,37.5632131
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,영랑한의원,한의원,대전,대전중구,"대전광역시 중구 계백로1686번길 16, 101동 110호 (문화동, 한신휴플러스보르미아파트)",042-586-5862,127.4064958,36.3200479
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,영림내과의원,의원,서울,강동구,"서울특별시 강동구 구천면로 233, 한양메디스퀘어 8,9층 (천호동)",02-476-1615,127.1301212,37.5416398
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,영맨남성의원,의원,광주,광주서구,"광주광역시 서구 죽봉대로 95, 3층 (광천동)",062-716-5852,126.8831213,35.1619341
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,영명당한의원,한의원,경북,김천시,"경상북도 김천시 평화11길 29, (평화동)",054-434-3399,128.1103311,36.1257373
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,영민한의원,한의원,서울,구로구,"서울특별시 구로구 구로동로 240, 세일빌딩 4층 (구로동)",02-858-1075,126.8827321,37.4999929
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,영민한의원,한의원,경기,구리시,"경기도 구리시 장자대로86번길 54, 304호 (수택동, 금호프라자)",031-558-4288,127.1383006,37.5866431
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,영백한의원,한의원,경기,부천원미구,"경기도 부천시 원미구 지봉로115번길 12, 1층 (역곡동)",032-347-1075,126.8117263,37.4890049
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,영보당한의원,한의원,대전,대전유성구,"대전광역시 유성구 농대로 11, (궁동)",042-825-0633,127.3531068,36.3615118
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,영보한의원,한의원,경기,양주시,"경기도 양주시 광적면 가래비길 42, (광적면)",031-855-2155,126.9865393,37.8230265
JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,영북보건지소,보건지소,경기,포천시,"경기도 포천시 영북면 영북로 166, (영북면사무소)",031-538-4644,127.2755059,38.0891474
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,영비뇨기과의원,의원,대구,대구남구,"대구광역시 남구 대명로 135, (대명동)",053-653-7582,128.5725722,35.8395841
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,영비뇨의학과의원,의원,부산,부산수영구,"부산광역시 수영구 수영로 690-5, 501호 (광안동)",051-753-0775,129.1158494,35.1670367
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,영빈치과의원,치과의원,서울,양천구,"서울특별시 양천구 지양로 82, (신월동)",02-2694-0061,126.8330923,37.5227083
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,영산부부한의원,한의원,전남,나주시,"전라남도 나주시 이창1길 11-1, (이창동)",061-331-8442,126.7129483,34.9954261
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,영산의원,의원,경남,창녕군,"경상남도 창녕군 영산면 영산계성로 57, 2층",055-521-2800,128.5262702,35.4563699
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,영산치과의원,치과의원,경남,창녕군,"경상남도 창녕군 영산면 영산중앙길 1, 2층",055-536-1300,128.5269592,35.4567175
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,영산한의원,한의원,경기,남양주시,"경기도 남양주시 진접읍 해밀예당3로 61, 401호 (중앙프라자)",031-575-8185,127.197829,37.7151239
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,영산한의원,한의원,전남,나주시,"전라남도 나주시 이창1길 10, (이창동)",061-333-0034,126.7131536,34.9958447
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDYjJDgz,영생한의원,한의원,서울,금천구,"서울특별시 금천구 가산로 90, 1층 (독산동)",02-853-0152,126.8945791,37.4742185
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,영생한의원,한의원,서울,영등포구,"서울특별시 영등포구 도신로29가길 14, (도림동)",02-833-8859,126.9066194,37.5094701
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDYjJDgz,영생한의원,한의원,서울,양천구,"서울특별시 양천구 신월로 350, 3층 (신정동)",02-874-4747,126.8599133,37.5216962
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzExIyQyIyQzIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,영생한의원,한의원,대전,대전중구,"대전광역시 중구 동서대로 1227-10, (태평동)",042-533-5315,127.395846,36.3265218
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,영생한의원,한의원,충남,서천군,"충청남도 서천군 서천읍 서천로75번길 8, 8",041-953-9285,126.6912655,36.0767005
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,영순보건지소,보건지소,경북,문경시,"경상북도 문경시 영순면 의곡2길 14-3, 14",054-552-6329,128.2368061,36.5813056
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQxMyQyNjE0ODEjODEjJDEjJDIjJDgz,영순오룡보건진료소,보건진료소,경북,문경시,"경상북도 문경시 영순면 영순로 625, 625",054-552-6568,128.2716579,36.5757872
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,영순율곡보건진료소,보건진료소,경북,문경시,"경상북도 문경시 영순면 영풍로 806, (율곡보건진료소)",054-552-5776,128.2383166,36.5421326
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,영신가정의학과의원,의원,서울,구로구,"서울특별시 구로구 경인로 211-1, 3층 (오류동)",02-2612-8988,126.8443621,37.4965396
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,영신이치과의원,치과의원,경북,영천시,"경상북도 영천시 시장로 27, 1층 (금노동)",054-726-2525,128.9331557,35.9634775
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,영신치과의원,치과의원,서울,영등포구,"서울특별시 영등포구 도신로 231, (신길동)",02-844-7045,126.9167568,37.5123449
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,영신치과의원,치과의원,서울,은평구,"서울특별시 은평구 연서로 277-1, (불광동)",02-359-2875,126.9252099,37.6211546
JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,영신치과의원,치과의원,부산,부산동구,"부산광역시 동구 조방로 45, 덕원빌딩 (범일동)",051-632-2875,129.0602838,35.140499
JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNDEjJDEjJDQjJDgz,영신치과의원,치과의원,부산,부산중구,"부산광역시 중구 비프광장로 20, 302, 303, 304호 (남포동6가)",051-246-2877,129.0276396,35.0984372
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,영신치과의원,치과의원,경북,영천시,"경상북도 영천시 시장로 27, 2,3층 (금노동)",054-334-2071,128.9331557,35.9634775
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,영신한의원,한의원,부산,부산북구,"부산광역시 북구 학사로 8, 크리스탈타워 3층 305,306호 (화명동)",051-361-0616,129.0087925,35.2240706
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,영신한의원,한의원,전남,목포시,"전라남도 목포시 수문로 10, 1층 (대안동)",061-276-0414,126.3849852,34.7917217
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,영신한의원,한의원,대구,대구서구,"대구광역시 서구 고성로 25, (원대동3가)",053-353-3310,128.5708673,35.8871838
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,영신한의원,한의원,경북,영천시,"경상북도 영천시 시장로 31, (금노동)",054-334-2549,128.9336132,35.9634666
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,영신한의원,한의원,경남,거제시,"경상남도 거제시 거제중앙로 1917, (고현동)",055-635-0003,128.6223801,34.8891262
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,영신한의원,한의원,경기,수원팔달구,"경기도 수원시 팔달구 권광로 146, 벽산그랜드코아 309호 (인계동)",031-237-7533,127.0318445,37.2604672
JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,영암군보건소,보건소,전남,영암군,"전라남도 영암군 영암읍 오리정길 39, 39",061-470-6524,126.7038125,34.7947083
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,영암내과의원,의원,전남,영암군,"전라남도 영암군 영암읍 동문안1길 7-8, (영암읍)",061-472-0055,126.6986368,34.8002009
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,영암연합치과의원,치과의원,전남,영암군,"전라남도 영암군 영암읍 중앙로 34, (영암읍)",061-473-2875,126.6975923,34.7991478
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,영암한국병원,병원,전남,영암군,"전라남도 영암군 영암읍 오리정길 8, (영암읍)",061-470-7100,126.7011015,34.7942934
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,영암효요양병원,요양병원,전남,영암군,"전라남도 영암군 덕진면 예향로 1764, 효병원",061-471-6888,126.6974744,34.8218671
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,영앤영성형외과의원,의원,서울,강남구,"서울특별시 강남구 논현로 837, (신사동, 원방빌딩 5층 일부)",02-535-1114,127.0279801,37.5233451
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,영앤이비인후과의원,의원,서울,강남구,"서울특별시 강남구 언주로 432, 타워432 2층 (역삼동)",02-558-4322,127.0433869,37.5021076
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,영앤필의원,의원,인천,인천부평구,"인천광역시 부평구 부평대로 20, 4층 일부호 (부평동)",032-715-5252,126.7233637,37.4932868
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,영양 서울치과의원,치과의원,경북,영양군,"경상북도 영양군 영양읍 동서대로 43, (영양읍)",054-682-7528,129.1137459,36.6628144
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,영양과한의원,한의원,부산,부산남구,"부산광역시 남구 수영로 216, 미즈빌딩 1층 (대연동)",051-710-0999,129.0901151,35.1347824
JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,영양군보건소,보건소,경북,영양군,"경상북도 영양군 영양읍 동서대로 82, (영양읍)",054-680-5151,129.1180642,36.6619459
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,영양산부인과의원,의원,경기,수원장안구,"경기도 수원시 장안구 연무로 53, (연무동)",031-253-6602,127.0255853,37.29561
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz,영양치과의원,치과의원,경북,영양군,"경상북도 영양군 영양읍 동서대로 70, 2층",054-683-2822,129.1165967,36.6621975
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,영영성형외과의원,의원,서울,서초구,"서울특별시 서초구 서초대로77길 15, 대경빌딩 3층 (서초동)",02-542-7500,127.0260957,37.4989483
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDIjJDgz,영영영의원,의원,서울,서초구,"서울특별시 서초구 강남대로 509, 하늘안과 B동 7층 (반포동)",,127.0224917,37.5076446
JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,영월군보건소,보건소,강원,영월군,"강원특별자치도 영월군 영월읍 하송로 44, 44",033-372-4000,128.4634872,37.1841591
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,영월요양병원,요양병원,강원,영월군,"강원특별자치도 영월군 영월읍 남중골길 5- , 5",033-372-0691,128.5389944,37.1812962
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,영월정형외과의원,의원,강원,영월군,"강원특별자치도 영월군 영월읍 단종로9번길 51, (영월읍)",033-373-1161,128.4652211,37.1841416
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,영월제일의원,의원,강원,영월군,"강원특별자치도 영월군 영월읍 영모전길 21, (영월읍)",033-373-9114,128.4709816,37.1844951
JDQ4MTYyMiM1MSMkMSMkNCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,영월치과의원,치과의원,강원,영월군,"강원특별자치도 영월군 영월읍 중앙1로 23, (영월읍)",033-372-7529,128.4652752,37.1829585
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,영은한의원,한의원,서울,서초구,"서울특별시 서초구 동산로2길 25, 2층 (양재동)",02-573-8455,127.0425161,37.4688464
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz,영의원,의원,강원,춘천시,"강원특별자치도 춘천시 중앙로 55, (중앙로2가)",033-244-0774,127.7276065,37.8800321
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNjEjJDEjJDgjJDgz,영의원,의원,경남,창원마산회원구,"경상남도 창원시 마산회원구 3·15대로 727, (합성동, 매디칼센타)",055-295-1188,128.5812189,35.2372384
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,영이비인후과의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 121, 원빌딩 2층 201호 (역삼동)",553-2085,127.0310754,37.499421
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,영이비인후과의원,의원,부산,부산금정구,"부산광역시 금정구 구서로 23, 화산빌딩 5층 (구서동)",051-513-1050,129.0886141,35.24662
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,영이비인후과의원,의원,대구,대구달서구,"대구광역시 달서구 장기로 265, 2층 (장기동)",053-571-7575,128.5312565,35.8433427
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,영이비인후과의원,의원,경북,경산시,"경상북도 경산시 대학로 39, 3층 (정평동)",053-814-0075,128.7272621,35.834611
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,영이비인후과의원,의원,대구,대구달성군,"대구광역시 달성군 화원읍 화암로 69, (화원읍)",053-635-5082,128.4960659,35.7979251
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNjEjJDEjJDgjJDgz,영이비인후과의원,의원,대구,대구동구,"대구광역시 동구 효목로 39-1, 2층 (효목동, 창림빌딩)",053-746-7585,128.6394682,35.8770128
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,영이비인후과의원,의원,대구,대구북구,"대구광역시 북구 복현로 71, 상가동 2층 일부층 (복현동, 복현블루밍브라운스톤 명문세가아파트)",053-956-2323,128.6234183,35.8975833
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,영이비인후과의원,의원,경북,구미시,"경상북도 구미시 신시로 61, 1층 (형곡동)",054-457-0275,128.3387845,36.1134263
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQwMyQzNjEwMDIjNDEjJDEjJDQjJDgz,영이비인후과의원,의원,경북,포항남구,"경상북도 포항시 남구 중흥로 96, 3층 (상도동)",054-285-7582,129.3510757,36.0134841
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,영인보건지소,보건지소,충남,아산시,"충청남도 아산시 영인면 영인로 84-2, (영인면)",041-536-8630,126.9536933,36.8566054
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,영인외과의원,의원,충남,아산시,"충청남도 아산시 영인면 아산리길 1-12, 1층 (옥산빌딩)",041-541-4801,126.9536518,36.8561997
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영인요양병원,요양병원,강원,춘천시,"강원특별자치도 춘천시 중앙로 60-0, (중앙로2가)",033-256-5688,127.7268652,37.8799974
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,영인의원,의원,부산,부산사하구,"부산광역시 사하구 다대로 133, (신평동)",051-206-2060,128.9780552,35.0905304
